living_space,price_per_unit,bathroom_number,property_type,furnished,state,built_year,latitude,land_space,premium,bedroom_number,price,address,longitude,tenure,district,price_usd,price_per_unit_usd
83.0,66867,2,Condo,Fully Furnished,Phuket,2012.0,7.817934,,0,2,5550000,"ปฏัก ปฏัก, Karon, Muang Phuket, Phuket",98.312717,,Karon,163235.0,1967.0
278.0,55286,5,Detached House,,Phuket,,7.9877691,910.0,0,4,50310750,"Choeng Thale, Thalang, Phuket",98.2983739,,Choeng Thale,1479728.0,1626.0
315.0,49253,2,Detached House,Fully Furnished,Phuket,,8.0038498,201.0,0,2,9900000,"Sri Sunthon, Thalang, Phuket",98.3193474,,Sri Sunthon,291176.0,1449.0
56.0,252000,1,Apartment,Fully Furnished,Phuket,2018.0,7.894849,,0,1,14112000,"33/1 Taweewong Road, Patong, Kathu, Phuket",98.295598,Freehold,Patong,415059.0,7412.0
390.0,39215,4,Detached House,Unfurnished,Phuket,,8.029712,624.0,0,4,24470160,"Thep Krasattri, Thalang, Phuket",98.3103542,,Thep Krasattri,719711.0,1153.0
839.9999999999999,182368,5,Detached House,Fully Furnished,Phuket,,7.9667929,1140.0,0,5,207900000,"Ko Kaeo, Muang Phuket, Phuket",98.3907539,,Ko Kaeo,6114706.0,5364.0
279.0,42116,2,Detached House,Fully Furnished,Phuket,,7.991564,463.0,0,2,19500000,"Choeng Thale, Thalang, Phuket",98.296494,,Choeng Thale,573529.0,1239.0
250.0,23476,3,Detached House,Fully Furnished,Phuket,,7.863421,673.0,0,3,15800000,"Chalong, Muang Phuket, Phuket",98.342706,,Chalong,464706.0,690.0
102.0,38235,2,Apartment,Fully Furnished,Phuket,,7.776354,,0,2,3900000,"Rawai, Muang Phuket, Phuket",98.323111,,Rawai,114706.0,1125.0
340.0,67857,6,Detached House,Fully Furnished,Phuket,2014.0,8.0902854,280.0,0,4,19000000,"ถนน เทพกระษัตรี, Kammala, Kathu, Phuket",98.3401364,,Kammala,558824.0,1996.0
641.0,60269,5,Detached House,Fully Furnished,Phuket,,7.963273,667.0,0,4,40200000,"Sri Sunthon, Thalang, Phuket",98.347374,,Sri Sunthon,1182353.0,1773.0
192.00000000000003,23809,2,Detached House,Fully Furnished,Phuket,,7.953478,588.0,0,3,14000000,"Kammala, Kathu, Phuket",98.289627,,Kammala,411765.0,700.0
328.0,62369,4,Detached House,Unfurnished,Phuket,,8.0244356,914.0,0,4,57005500,"Choeng Thale, Thalang, Phuket",98.3055757,,Choeng Thale,1676632.0,1834.0
310.0,59677,3,Apartment,Fully Furnished,Phuket,,7.770841,,0,3,18500000,"Rawai, Muang Phuket, Phuket",98.315238,,Rawai,544118.0,1755.0
560.0,19375,4,Detached House,,Phuket,,7.7919358780418,1599.9999999999998,0,3,31000000,"Rawai, Muang Phuket, Phuket",98.310524518494,,Rawai,911765.0,570.0
39.0,105807,1,Condo,Fully Furnished,Phuket,2012.0,7.9027973,,0,,4126500,"พระบารมี พระบารมี, Patong, Kathu, Phuket",98.3080182,,Patong,121368.0,3112.0
400.0,99750,4,Detached House,Fully Furnished,Phuket,,7.973001,600.0,0,3,59850000,"Choeng Thale, Thalang, Phuket",98.279502,,Choeng Thale,1760294.0,2934.0
725.0,16250,5,Detached House,Fully Furnished,Phuket,,7.7915177779201,1599.9999999999998,0,5,26000000,"Rawai, Muang Phuket, Phuket",98.31104660603,,Rawai,764706.0,478.0
34.0,100000,1,Apartment,Fully Furnished,Phuket,2012.0,7.817934,,0,1,3400000,"ปฏัก ปฏัก, Karon, Muang Phuket, Phuket",98.312717,,Karon,100000.0,2941.0
244.00000000000003,42263,2,Detached House,Unfurnished,Phuket,,8.0559426,296.0,0,3,12510000,"Thep Krasattri, Thalang, Phuket",98.3193737,,Thep Krasattri,367941.0,1243.0
54.0,101115,1,Apartment,,Phuket,,7.800243,,0,1,5460210,"Rawai, Muang Phuket, Phuket",98.336727,,Rawai,160594.0,2974.0
118.0,43402,2,Detached House,Fully Furnished,Phuket,,7.8474619,144.0,0,2,6250000,"Chalong, Muang Phuket, Phuket",98.3613556,,Chalong,183824.0,1277.0
300.0,40943,3,Detached House,Partially Furnished,Phuket,,8.0008406,371.0,0,3,15190000,"Sri Sunthon, Thalang, Phuket",98.3234128,,Sri Sunthon,446765.0,1204.0
35.0,127726,1,Apartment,,Phuket,,7.800243,,0,,4470424,"Rawai, Muang Phuket, Phuket",98.336727,,Rawai,131483.0,3757.0
26.0,119713,1,Condo,Fully Furnished,Phuket,2013.0,7.90159,,0,,3112550,"Soi Hongyok Utis Yaowarat Road, Talat Yai, Muang Phuket, Phuket",98.378572,Freehold,Talat Yai,91546.0,3521.0
24.000000000000004,112500,1,Condo,Unfurnished,Phuket,2022.0,7.780462,,0,,2700000,"Soi Suanwat, Rawai, Muang Phuket, Phuket",98.316451,Freehold,Rawai,79412.0,3309.0
485.0,44135,4,Detached House,Unfurnished,Phuket,,7.784806,640.0,0,4,28247000,"Rawai, Muang Phuket, Phuket",98.314167,,Rawai,830794.0,1298.0
102.0,196078,2,Apartment,Fully Furnished,Phuket,,7.984286,,0,2,20000000,"Choeng Thale, Thalang, Phuket",98.282863,,Choeng Thale,588235.0,5767.0
118.0,43402,2,Detached House,Fully Furnished,Phuket,,7.8474619,144.0,0,2,6250000,"Chalong, Muang Phuket, Phuket",98.3613556,,Chalong,183824.0,1277.0
178.0,42995,2,Detached House,,Phuket,,7.786206,207.0,0,2,8900000,"Rawai, Muang Phuket, Phuket",98.314785,,Rawai,261765.0,1265.0
209.0,30769,3,Detached House,Partially Furnished,Phuket,,7.9003814,273.0,0,2,8400000,"Kathu, Kathu, Phuket",98.3285594,,Kathu,247059.0,905.0
329.0,213043,5,Detached House,Fully Furnished,Phuket,,7.909644,460.0,0,3,98000000,"Patong, Kathu, Phuket",98.29623,,Patong,2882353.0,6266.0
240.0,61111,3,Detached House,,Phuket,,7.9389938957244,360.0,0,3,22000000,"Ko Kaeo, Muang Phuket, Phuket",98.39473540668,,Ko Kaeo,647059.0,1797.0
328.0,60365,5,Detached House,Fully Furnished,Phuket,,7.7968629,328.0,0,4,19800000,"Rawai, Muang Phuket, Phuket",98.3276782,,Rawai,582353.0,1775.0
97.0,102835,3,Condo,Fully Furnished,Phuket,2015.0,8.154175769124732,,0,2,9975000,"8 Moo 3, Mai Khao, Thalang, Phuket",98.2978065925904,Freehold,Mai Khao,293382.0,3025.0
856.0,25406,2,Detached House,Fully Furnished,Phuket,,7.802477,1968.0,0,2,50000000,"Wichit, Muang Phuket, Phuket",98.41068,,Wichit,1470588.0,747.0
620.0,38269,4,Detached House,Fully Furnished,Phuket,,7.836095,520.0,0,4,19900000,"Chalong, Muang Phuket, Phuket",98.340578,,Chalong,585294.0,1126.0
120.0,54166,2,Condo,Fully Furnished,Phuket,2012.0,7.976032,,0,2,6500000,"25/3 Hadsurin, Choeng Thale, Thalang, Phuket",98.282733,Freehold,Choeng Thale,191176.0,1593.0
268.0,43750,2,Detached House,Fully Furnished,Phuket,,7.991564,400.0,0,2,17500000,"Choeng Thale, Thalang, Phuket",98.296494,,Choeng Thale,514706.0,1287.0
218.0,32703,2,Detached House,Fully Furnished,Phuket,,7.984041,455.00000000000006,0,2,14880000,"Choeng Thale, Thalang, Phuket",98.296581,,Choeng Thale,437647.0,962.0
33.0,75454,1,Condo,Fully Furnished,Phuket,2014.0,7.992271,,0,1,2490000,"Thep Kasattri Thep Kasattri, Choeng Thale, Thalang, Phuket",98.30626,Freehold,Choeng Thale,73235.0,2219.0
115.0,31495,2,Detached House,Fully Furnished,Phuket,,8.015446,468.0,0,2,14740000,"Pa Khlok, Thalang, Phuket",98.392306,,Pa Khlok,433529.0,926.0
290.0,40020,3,Detached House,Unfurnished,Phuket,,8.029712,450.0,0,3,18009000,"Thep Krasattri, Thalang, Phuket",98.3103542,,Thep Krasattri,529676.0,1177.0
68.0,129694,1,Condo,,Phuket,2019.0,7.947589,,0,2,8819200,"63/1 Sirinart Road, Patong, Kathu, Phuket",98.271956,Freehold,Patong,259388.0,3815.0
138.0,39627,3,Detached House,Unfurnished,Phuket,,8.0947785,374.0,0,3,14820600,"Thep Krasattri, Thalang, Phuket",98.3630926,,Thep Krasattri,435900.0,1166.0
118.0,43727,2,Detached House,Fully Furnished,Phuket,,8.019697,279.0,0,2,12200000,"Thep Krasattri, Thalang, Phuket",98.3151961,,Thep Krasattri,358824.0,1286.0
25.0,132247,1,Condo,Fully Furnished,Phuket,2021.0,8.034256,,0,,3306177,"Soi Layan 4, Choeng Thale, Thalang, Phuket",98.292068,Freehold,Choeng Thale,97240.0,3890.0
67.0,62857,1,Detached House,Fully Furnished,Phuket,,7.945886,140.0,0,1,8800000,"Kammala, Kathu, Phuket",98.296352,,Kammala,258824.0,1849.0
54.0,76666,1,Detached House,,Phuket,,8.015873,90.0,0,1,6900000,"Pa Khlok, Thalang, Phuket",98.391993,,Pa Khlok,202941.0,2255.0
100.0,23097,2,Detached House,,Phuket,,7.949955,368.0,0,2,8500000,"Kammala, Kathu, Phuket",98.286383,,Kammala,250000.0,679.0
106.0,80283,1,Apartment,Unfurnished,Phuket,,7.8358342,,0,1,8510000,"Karon, Muang Phuket, Phuket",98.2999577,,Karon,250294.0,2361.0
28.0,120537,1,Condo,Fully Furnished,Phuket,2013.0,7.90159,,0,,3375050,"Soi Hongyok Utis Yaowarat Road, Talat Yai, Muang Phuket, Phuket",98.378572,Freehold,Talat Yai,99266.0,3545.0
80.0,125000,1,Condo,Fully Furnished,Phuket,2012.0,7.9027973,,0,1,10000000,"พระบารมี พระบารมี, Patong, Kathu, Phuket",98.3080182,,Patong,294118.0,3676.0
737.0,35137,9,Detached House,Fully Furnished,Phuket,,7.785547,1349.0,0,9,47400000,"Rawai, Muang Phuket, Phuket",98.308502,,Rawai,1394118.0,1033.0
53.00000000000001,75000,1,Condo,Fully Furnished,Phuket,2012.0,7.976032,,0,,3975000,"25/3 Hadsurin, Choeng Thale, Thalang, Phuket",98.282733,Freehold,Choeng Thale,116912.0,2206.0
34.0,139705,1,Condo,Unfurnished,Phuket,2019.0,7.83473,,0,1,4750000,"Soi Patak 14, Karon, Muang Phuket, Phuket",98.301049,Freehold,Karon,139706.0,4109.0
248.0,131371,2,Detached House,Fully Furnished,Phuket,,7.9847714,468.0,0,2,61482000,"Pa Khlok, Thalang, Phuket",98.4210194,,Pa Khlok,1808294.0,3864.0
205.0,38532,3,Detached House,,Phuket,,7.870892,140.0,0,3,5394500,"Talat Yai, Muang Phuket, Phuket",98.396417,,Talat Yai,158662.0,1133.0
202.00000000000003,58910,3,Apartment,Fully Furnished,Phuket,,8.021761,,0,3,11900000,"Choeng Thale, Thalang, Phuket",98.2987212,,Choeng Thale,350000.0,1733.0
405.0,28666,3,Detached House,Unfurnished,Phuket,,7.784208,750.0,0,4,21500000,"Rawai, Muang Phuket, Phuket",98.334431,,Rawai,632353.0,843.0
66.0,83333,1,Apartment,Fully Furnished,Phuket,,7.9314359,,0,1,5500000,"Kammala, Kathu, Phuket",98.2773594,,Kammala,161765.0,2451.0
400.0,114285,5,Detached House,Unfurnished,Phuket,,7.8862561,350.0,0,4,40000000,"Talat Nua, Muang Phuket, Phuket",98.3765322,,Talat Nua,1176471.0,3361.0
57.0,228800,1,Apartment,Fully Furnished,Phuket,2018.0,7.894849,,0,1,13041600,"33/1 Taweewong Road, Patong, Kathu, Phuket",98.295598,Freehold,Patong,383576.0,6729.0
64.0,62500,1,Condo,Fully Furnished,Phuket,2012.0,7.976032,,0,1,4000000,"25/3 Hadsurin, Choeng Thale, Thalang, Phuket",98.282733,Freehold,Choeng Thale,117647.0,1838.0
250.0,46000,3,Townhouse,Unfurnished,Phuket,,7.906951,320.0,0,3,11500000,"Patong, Kathu, Phuket",98.302034,,Patong,338235.0,1353.0
516.0,50821,5,Detached House,Fully Furnished,Phuket,,8.022707,970.0,0,4,49297225,"Choeng Thale, Thalang, Phuket",98.2989782,,Choeng Thale,1449918.0,1495.0
114.0,55392,2,Detached House,Fully Furnished,Phuket,,8.019697,204.0,0,2,11300000,"Thep Krasattri, Thalang, Phuket",98.3151961,,Thep Krasattri,332353.0,1629.0
28.0,126071,1,Condo,Fully Furnished,Phuket,2021.0,7.9642,,0,,3530000,"Kammala, Kathu, Phuket",98.285203,Freehold,Kammala,103824.0,3708.0
162.0,25452,2,Detached House,Unfurnished,Phuket,,8.0217197,387.0,0,3,9850000,"Thep Krasattri, Thalang, Phuket",98.3220615,,Thep Krasattri,289706.0,749.0
550.0,33976,6,Detached House,Fully Furnished,Phuket,,7.974028,1089.0,0,5,37000000,"Choeng Thale, Thalang, Phuket",98.294139,,Choeng Thale,1088235.0,999.0
240.0,159107,2,Detached House,Unfurnished,Phuket,,7.9764034,224.0,0,3,35640000,"Choeng Thale, Thalang, Phuket",98.2819472,,Choeng Thale,1048235.0,4680.0
79.0,44000,2,Detached House,Partially Furnished,Phuket,,7.8129443,200.0,0,2,8800000,"Rawai, Muang Phuket, Phuket",98.3303945,,Rawai,258824.0,1294.0
34.0,124705,1,Condo,,Phuket,2019.0,7.947589,,0,,4240000,"63/1 Sirinart Road, Patong, Kathu, Phuket",98.271956,Freehold,Patong,124706.0,3668.0
400.0,20833,4,Detached House,,Phuket,,7.953478,1200.0,0,5,25000000,"Kammala, Kathu, Phuket",98.289627,,Kammala,735294.0,613.0
38.0,82894,1,Condo,Fully Furnished,Phuket,2012.0,7.817934,,0,1,3150000,"ปฏัก ปฏัก, Karon, Muang Phuket, Phuket",98.312717,,Karon,92647.0,2438.0
458.0,148857,4,Detached House,Fully Furnished,Phuket,,7.9847714,808.9999999999999,0,3,120426000,"Pa Khlok, Thalang, Phuket",98.4210194,,Pa Khlok,3541941.0,4378.0
255.0,63297,4,Detached House,Unfurnished,Phuket,,8.0020954,188.0,0,3,11900000,"Sri Sunthon, Thalang, Phuket",98.3227525,,Sri Sunthon,350000.0,1862.0
630.0,29875,4,Detached House,Fully Furnished,Phuket,,8.0036097,799.9999999999999,0,4,23900000,"Sri Sunthon, Thalang, Phuket",98.3197569,,Sri Sunthon,702941.0,879.0
244.00000000000003,42263,2,Detached House,Unfurnished,Phuket,,8.0559426,296.0,0,3,12510000,"Thep Krasattri, Thalang, Phuket",98.3193737,,Thep Krasattri,367941.0,1243.0
29.0,131724,1,Condo,Fully Furnished,Phuket,2021.0,7.9642,,0,,3820000,"Kammala, Kathu, Phuket",98.285203,Freehold,Kammala,112353.0,3874.0
459.0,44980,4,Detached House,Fully Furnished,Phuket,,7.948023,451.0,0,3,20286000,"Kammala, Kathu, Phuket",98.285463,,Kammala,596647.0,1323.0
200.0,26024,3,Detached House,Fully Furnished,Phuket,,7.850557,244.00000000000003,0,2,6350000,"Chalong, Muang Phuket, Phuket",98.356949,,Chalong,186765.0,765.0
184.0,20312,4,Detached House,Fully Furnished,Phuket,,7.7787443,640.0,0,4,13000000,"Rawai, Muang Phuket, Phuket",98.325199,,Rawai,382353.0,597.0
171.0,44104,3,Detached House,Fully Furnished,Phuket,,8.019697,458.0,0,3,20200000,"Thep Krasattri, Thalang, Phuket",98.3151961,,Thep Krasattri,594118.0,1297.0
68.0,124705,1,Condo,,Phuket,2019.0,7.947589,,0,2,8480000,"63/1 Sirinart Road, Patong, Kathu, Phuket",98.271956,Freehold,Patong,249412.0,3668.0
48.00000000000001,97591,1,Condo,Fully Furnished,Phuket,2012.0,7.9027973,,0,,4684400,"พระบารมี พระบารมี, Patong, Kathu, Phuket",98.3080182,,Patong,137776.0,2870.0
137.0,41176,4,Detached House,Unfurnished,Phuket,,7.841159,187.0,0,3,7700000,"Chalong, Muang Phuket, Phuket",98.3627409,,Chalong,226471.0,1211.0
177.0,135593,2,Apartment,Fully Furnished,Phuket,,7.809566,,0,2,24000000,"Karon, Muang Phuket, Phuket",98.299408,,Karon,705882.0,3988.0
34.0,124705,1,Condo,,Phuket,2019.0,7.947589,,0,,4240000,"63/1 Sirinart Road, Patong, Kathu, Phuket",98.271956,Freehold,Patong,124706.0,3668.0
140.0,46590,3,Detached House,Fully Furnished,Phuket,,8.00219,440.0,0,3,20500000,"Soi Pasak 4/1, Choeng Thale, Thalang, Phuket",98.314755,,Choeng Thale,602941.0,1370.0
360.0,24484,6,Detached House,Unfurnished,Phuket,,7.903481,776.0,0,6,19000000,"Ratsada, Muang Phuket, Phuket",98.405308,,Ratsada,558824.0,720.0
45.0,64444,1,Condo,Fully Furnished,Phuket,2021.0,7.879898,,0,1,2900000,"Soi Verakij, Patong, Kathu, Phuket",98.297687,Freehold,Patong,85294.0,1895.0
150.0,47849,2,Detached House,Fully Furnished,Phuket,,7.988302,186.0,0,2,8900000,"Choeng Thale, Thalang, Phuket",98.297414,,Choeng Thale,261765.0,1407.0
26.0,118784,1,Condo,Fully Furnished,Phuket,2013.0,7.90159,,0,,3088400,"Soi Hongyok Utis Yaowarat Road, Talat Yai, Muang Phuket, Phuket",98.378572,Freehold,Talat Yai,90835.0,3494.0
210.0,48558,2,Detached House,Unfurnished,Phuket,,8.020606,261.0,0,2,12673810,"Pa Khlok, Thalang, Phuket",98.395727,,Pa Khlok,372759.0,1428.0
46.0,97826,1,Apartment,Fully Furnished,Phuket,,7.9066897,,0,1,4500000,"Patong, Kathu, Phuket",98.3052434,,Patong,132353.0,2877.0
150.0,40476,2,Detached House,Fully Furnished,Phuket,,7.9444797,252.0,0,3,10200000,"Kammala, Kathu, Phuket",98.2876882,,Kammala,300000.0,1190.0
48.00000000000001,104781,1,Condo,Fully Furnished,Phuket,2012.0,7.9027973,,0,,5029500,"พระบารมี พระบารมี, Patong, Kathu, Phuket",98.3080182,,Patong,147926.0,3082.0
180.0,19090,3,Detached House,Fully Furnished,Phuket,,7.956381,220.0,0,3,4200000,"Ko Kaeo, Muang Phuket, Phuket",98.386115,,Ko Kaeo,123529.0,561.0
327.0,38119,6,Detached House,Fully Furnished,Phuket,,8.003166,787.0,0,6,30000000,"Sri Sunthon, Thalang, Phuket",98.321086,,Sri Sunthon,882353.0,1121.0
390.0,43129,4,Detached House,Unfurnished,Phuket,,8.029712,542.0,0,4,23376280,"Thep Krasattri, Thalang, Phuket",98.3103542,,Thep Krasattri,687538.0,1268.0
390.0,47766,4,Detached House,Unfurnished,Phuket,,8.029712,469.0,0,4,22402460,"Thep Krasattri, Thalang, Phuket",98.3103542,,Thep Krasattri,658896.0,1405.0
100.0,16250,2,Detached House,Partially Furnished,Phuket,,8.0903118,200.0,0,2,3250000,"Thep Krasattri, Thalang, Phuket",98.3546866,,Thep Krasattri,95588.0,478.0
227.0,185022,3,Apartment,Fully Furnished,Phuket,,7.809566,,0,2,42000000,"Karon, Muang Phuket, Phuket",98.299408,,Karon,1235294.0,5442.0
529.0,48581,3,Detached House,Fully Furnished,Phuket,,8.004113,752.0,0,3,36533500,"Sri Sunthon, Thalang, Phuket",98.3230667,,Sri Sunthon,1074515.0,1429.0
56.0,16666,1,Detached House,Fully Furnished,Phuket,,7.9399241653185,150.0,0,1,2500000,"Kammala, Kathu, Phuket",98.293042301636,,Kammala,73529.0,490.0
102.0,38235,2,Apartment,Fully Furnished,Phuket,,7.776354,,0,2,3900000,"Rawai, Muang Phuket, Phuket",98.323111,,Rawai,114706.0,1125.0
171.0,49780,2,Detached House,,Phuket,,8.0410493,432.0,0,3,21505000,"Choeng Thale, Thalang, Phuket",98.2963637,,Choeng Thale,632500.0,1464.0
28.0,109610,1,Condo,Unfurnished,Phuket,2022.0,7.979949250487842,,0,,3069080,"66/2 Soi Hua Tiao, Choeng Thale, Thalang, Phuket",98.288185097334,Freehold,Choeng Thale,90267.0,3224.0
33.0,142424,1,Condo,Unfurnished,Phuket,2019.0,7.83473,,0,1,4700000,"Soi Patak 14, Karon, Muang Phuket, Phuket",98.301049,Freehold,Karon,138235.0,4189.0
420.0,63000,5,Detached House,Fully Furnished,Phuket,,7.972725,1000.0,0,5,63000000,"Choeng Thale, Thalang, Phuket",98.281885,,Choeng Thale,1852941.0,1853.0
181.0,61743,4,Detached House,,Phuket,,7.9860111,172.0,0,3,10619874,"Sri Sunthon, Thalang, Phuket",98.3242978,,Sri Sunthon,312349.0,1816.0
248.0,126506,2,Detached House,Fully Furnished,Phuket,,7.9847714,486.00000000000006,0,2,61482000,"Pa Khlok, Thalang, Phuket",98.4210194,,Pa Khlok,1808294.0,3721.0
171.0,44390,2,Detached House,,Phuket,,8.0410493,500.0,0,3,22195000,"Choeng Thale, Thalang, Phuket",98.2963637,,Choeng Thale,652794.0,1306.0
66.0,143771,2,Apartment,,Phuket,,7.9919018222168,,0,2,9488905,"Choeng Thale, Thalang, Phuket",98.299223321081,,Choeng Thale,279085.0,4229.0
162.0,25651,2,Detached House,Unfurnished,Phuket,,8.0217197,384.00000000000006,0,3,9850000,"Thep Krasattri, Thalang, Phuket",98.3220615,,Thep Krasattri,289706.0,754.0
265.0,55147,3,Detached House,Unfurnished,Phuket,,7.779525,272.0,0,3,15000000,"Rawai, Muang Phuket, Phuket",98.3305246,,Rawai,441176.0,1622.0
128.0,44947,1,Detached House,Fully Furnished,Phuket,,7.788101,195.0,0,1,8764750,"Rawai, Muang Phuket, Phuket",98.311855,,Rawai,257787.0,1322.0
110.0,51818,1,Condo,Fully Furnished,Phuket,2012.0,8.0348216,,0,2,5700000,"45/11 Kamala, Kammala, Kathu, Phuket",98.3377935,,Kammala,167647.0,1524.0
215.0,46641,2,Detached House,Fully Furnished,Phuket,,7.7746432,268.0,0,2,12500000,"Rawai, Muang Phuket, Phuket",98.3215201,,Rawai,367647.0,1372.0
99.0,123423,3,Detached House,Unfurnished,Phuket,,7.773505,133.0,0,2,16415300,"Rawai, Muang Phuket, Phuket",98.314949,,Rawai,482803.0,3630.0
99.0,130930,3,Detached House,Unfurnished,Phuket,,7.773505,131.0,0,2,17151900,"Rawai, Muang Phuket, Phuket",98.314949,,Rawai,504468.0,3851.0
70.0,80142,1,Apartment,Unfurnished,Phuket,,7.8358342,,0,1,5610000,"Karon, Muang Phuket, Phuket",98.2999577,,Karon,165000.0,2357.0
261.0,120192,4,Detached House,Fully Furnished,Phuket,,7.82039,208.0,0,4,25000000,"Karon, Muang Phuket, Phuket",98.310602,,Karon,735294.0,3535.0
202.00000000000003,46793,2,Detached House,Fully Furnished,Phuket,,8.00219,302.0,0,3,14131600,"Soi Pasak 4/1, Choeng Thale, Thalang, Phuket",98.314755,,Choeng Thale,415635.0,1376.0
91.0,106483,2,Condo,Fully Furnished,Phuket,2015.0,8.154175769124732,,0,2,9690000,"8 Moo 3, Mai Khao, Thalang, Phuket",98.2978065925904,Freehold,Mai Khao,285000.0,3132.0
106.0,24567,2,Detached House,Unfurnished,Phuket,,8.0217197,162.0,0,2,3980000,"Thep Krasattri, Thalang, Phuket",98.3220615,,Thep Krasattri,117059.0,723.0
170.0,41458,2,Detached House,Fully Furnished,Phuket,,7.988302,240.0,0,3,9950000,"Choeng Thale, Thalang, Phuket",98.297414,,Choeng Thale,292647.0,1219.0
36.0,97000,1,Condo,,Phuket,2021.0,7.769664,,0,1,3492000,"Thai Highway-4030 Road, Rawai, Muang Phuket, Phuket",98.308717,Freehold,Rawai,102706.0,2853.0
101.0,46534,2,Condo,Fully Furnished,Phuket,2012.0,8.0348216,,0,3,4700000,"57/4 Kamala, Kammala, Kathu, Phuket",98.3377935,,Kammala,138235.0,1369.0
160.0,65625,3,Townhouse,Fully Furnished,Phuket,2012.0,7.964698,100.0,0,3,10500000,"22/1 Thepkrasatti, Ko Kaeo, Muang Phuket, Phuket",98.385007,Freehold,Ko Kaeo,308824.0,1930.0
361.0,54987,6,Detached House,Unfurnished,Phuket,,8.0244356,1309.0,0,5,71978500,"Choeng Thale, Thalang, Phuket",98.3055757,,Choeng Thale,2117015.0,1617.0
181.0,60869,4,Detached House,Unfurnished,Phuket,,7.9860111,161.0,0,3,9800000,"Sri Sunthon, Thalang, Phuket",98.3242978,,Sri Sunthon,288235.0,1790.0
428.0,33810,4,Detached House,Unfurnished,Phuket,,7.784806,716.0,0,4,24208400,"Rawai, Muang Phuket, Phuket",98.314167,,Rawai,712012.0,994.0
70.0,120000,2,Condo,Fully Furnished,Phuket,2012.0,7.861106,,0,2,8400000,"เจ้าฟ้านอก Chao fah nok, Wichit, Muang Phuket, Phuket",98.35309,Freehold,Wichit,247059.0,3529.0
57.0,77314,1,Condo,Fully Furnished,Phuket,2012.0,7.939621,,0,1,4406900,"10/33 Kamala, Kammala, Kathu, Phuket",98.292125,,Kammala,129615.0,2274.0
45.0,102443,1,Apartment,,Phuket,,7.800243,,0,1,4609945,"Rawai, Muang Phuket, Phuket",98.336727,,Rawai,135587.0,3013.0
80.0,61000,1,Condo,Partially Furnished,Phuket,2012.0,8.0348216,,0,1,4880000,"45/11 Kamala, Kammala, Kathu, Phuket",98.3377935,,Kammala,143529.0,1794.0
115.0,28448,2,Detached House,Fully Furnished,Phuket,,8.015446,548.0,0,2,15590000,"Pa Khlok, Thalang, Phuket",98.392306,,Pa Khlok,458529.0,837.0
56.0,298125,3,Townhouse,Unfurnished,Phuket,,7.8902672,56.0,0,9,16695000,"Patong, Kathu, Phuket",98.3026696,,Patong,491029.0,8768.0
435.00000000000006,31505,4,Detached House,,Phuket,,8.0180232,857.0000000000001,0,3,27000000,"Thep Krasattri, Thalang, Phuket",98.3221388,,Thep Krasattri,794118.0,927.0
134.0,73880,2,Condo,Fully Furnished,Phuket,2012.0,7.800743,,0,2,9900000,"14/5 Wiset, Rawai, Muang Phuket, Phuket",98.337407,Freehold,Rawai,291176.0,2173.0
270.0,51843,5,Detached House,,Phuket,,7.9877691,960.0,0,4,49770000,"Choeng Thale, Thalang, Phuket",98.2983739,,Choeng Thale,1463824.0,1525.0
191.00000000000003,65384,4,Detached House,Unfurnished,Phuket,,7.9860111,156.0,0,3,10200000,"Sri Sunthon, Thalang, Phuket",98.3242978,,Sri Sunthon,300000.0,1923.0
